38.544397,28.028417
38.551001,28.079398
38.560589,28.083163
38.568087,28.077117
38.571861,28.058335
38.584425,28.042274
38.588262,28.058334
38.594209,28.066454
38.588322,28.082916
38.584134,28.089858
38.589270,28.098210
38.577013,28.096031
38.572085,28.100907
38.561702,28.090908
38.558994,28.081389
38.583830,28.066180
38.498456,27.871653
38.530016,27.860327
38.552938,27.863135
38.578304,27.862352
38.607986,27.861317
38.610966,27.912162
38.584670,27.922760
38.551359,27.933019
38.527537,27.947978
38.501284,27.970195
38.500097,28.026037
38.530150,28.042154
38.561841,28.039170
38.613846,28.033335
38.618897,27.940237
38.613602,28.070971
38.606141,28.118644
38.573987,28.144774
38.539905,28.130111
38.503676,28.126528
38.483745,28.078575
38.488873,28.142582
38.579183,28.076785
38.583659,28.110067
38.566551,27.860210
38.563741,27.872483
38.568483,27.899096
38.563744,27.907302
38.567065,27.911962
38.552488,28.004150
38.547788,28.009279
38.542646,28.027201
38.548082,28.032263
38.561217,28.056222
38.588126,28.082864
38.571462,28.087075
38.567831,28.098670
38.569171,28.130967
38.583683,28.130066
38.599838,28.083880
38.605847,28.089011
38.551261,28.033882
38.572797,28.011728
38.577790,28.079979
