38.523230,27.916748
38.565735,27.950635
38.546683,27.954268
38.528411,27.949256
38.550539,27.980188
38.541270,27.985196
38.533548,27.990586
38.540827,27.997827
38.551587,27.990768
38.553328,27.998823
38.569349,27.996147
38.560249,28.020479
38.550959,28.033546
38.502032,28.024788
38.601663,28.108938
38.597711,28.079599
38.529720,28.136097
38.524078,28.134231
38.515473,28.142057
38.516045,28.120223
38.583979,27.883766
38.621333,27.878752
38.577651,27.924874
38.606220,27.859376
38.621341,27.850885
38.570234,27.867024
38.561614,27.853629
38.574717,27.911585
38.591355,27.993425
38.580976,27.994544
38.577262,27.972869
38.571299,27.862938
38.562083,27.864967
38.557048,27.874716
38.562579,27.895258
38.565318,27.908723
38.586259,27.887715
38.580854,27.905034
38.545225,27.886486
38.541416,27.911384
38.520961,27.875463
38.583831,27.969172
38.555887,28.016572
38.580173,27.995879
38.575397,28.021222
38.576135,28.034947
38.558353,28.036626
38.554737,27.981145
38.552077,27.959409
38.541659,27.973231
38.562263,27.941290
38.604905,27.917375
38.598353,27.910642
38.590336,27.918115
38.592551,27.930262
38.592849,27.934347
38.612883,27.945992
38.605980,27.950194
38.603619,27.940063
38.606150,27.886563
38.592066,28.146848
38.606724,28.140516
38.620408,28.118676
38.534592,28.141478
38.519791,28.135360
38.500727,28.126067
38.496568,28.076669
38.495672,28.029424
38.530516,27.954961
38.567277,27.950189
38.595067,28.014936
38.603159,28.018670
38.594323,28.032094
38.587192,28.031824
38.587218,28.051178
38.585235,28.058723
38.577105,28.052125
38.576830,28.031086
38.565349,28.052037
38.572696,28.064933
38.558409,28.067245
38.537740,27.975911
38.530421,27.882900
38.549440,27.900626
38.545656,27.868200
38.534996,27.853777
38.521846,27.854714
38.565177,27.854134
38.581479,27.882515
38.612749,27.851667
38.545989,28.000243
38.593518,27.888722
38.566398,28.015500
38.572849,28.033091
38.542684,28.053221
38.537832,28.034482
38.530866,28.000076
38.560479,28.086286
38.558413,28.109387
38.575455,28.109144
38.590885,28.111822
38.594330,28.131399
38.612828,27.905017
38.621102,27.919644
38.612929,27.925853
38.561388,28.051853
38.595188,28.023817
38.596742,28.012225
38.604134,28.020409
38.586334,28.046664
38.586324,28.062483
38.584569,28.059344
38.594376,28.077498
38.617322,28.088785
38.531731,28.143577
38.522023,28.146913
38.521809,28.027695
38.504557,28.010261
38.560475,27.982106
38.574048,28.001558
