38.572654,27.863628
38.568173,27.876616
38.563508,27.859986
38.563229,27.868888
38.547697,27.866709
38.539763,27.869058
38.547351,27.881313
38.539617,27.885503
38.534077,27.872007
38.535030,27.883938
38.530257,27.888255
38.528026,27.894926
38.525653,27.885875
38.527009,27.866280
38.516825,27.871679
38.521153,27.913305
38.525690,27.918039
38.537177,27.916073
38.537890,27.927851
38.570189,27.907555
38.582890,27.895576
38.582704,27.907411
38.519764,27.918175
38.526114,27.918406
38.524096,27.927794
38.536531,27.916909
38.537653,27.927938
38.533054,27.945742
38.555171,27.954091
38.546905,27.962010
38.548787,27.966623
38.541471,27.965740
38.539949,27.957632
38.535754,27.957667
38.534622,27.965588
38.533152,27.971422
38.528136,27.961790
38.533558,27.944995
38.528790,27.945475
38.542487,27.966086
38.545110,27.975597
38.546576,27.981683
38.553145,27.972748
38.519926,27.962858
38.516292,27.960939
38.518768,27.973974
38.515715,27.981867
38.517771,27.988291
38.510454,27.995853
38.514058,27.998527
38.506330,27.990306
38.503261,28.002751
38.524356,28.008143
38.514380,28.024354
38.539590,27.999257
38.554828,28.014560
38.559973,28.003403
38.595502,27.986593
38.600431,27.966817
38.596384,28.072225
38.604440,28.108046
38.577994,28.072012
38.570622,28.069547
38.574270,28.095385
38.595943,28.136546
38.516731,28.107153
38.515546,28.119654
38.510625,28.123590
38.512979,28.137563
38.515283,28.149213
38.527734,28.155627
38.533656,28.160791
38.538319,28.161409
38.524352,28.162090
38.532871,28.170585
38.526638,28.168161
38.519902,28.168655
38.480641,27.860825
38.510403,27.861903
38.601210,27.857733
38.614039,27.904044
38.593085,27.928606
38.571448,27.943121
38.487419,27.998295
38.487583,28.050044
38.509537,28.054526
38.534520,28.064909
38.561142,28.040549
38.589885,28.011550
38.610614,28.026280
38.618119,27.980226
38.616558,28.071740
38.612765,28.127326
38.582121,28.134516
38.558384,28.128468
38.538965,28.101911
38.522901,28.065401
38.490758,28.044843
38.573842,27.957644
38.550605,27.917495
38.555864,27.871574
38.554961,27.860979
38.561234,27.894160
38.526479,27.878741
38.522874,27.876993
38.542581,27.908676
38.564801,27.911657
38.567615,27.904196
38.568324,27.918691
38.550638,27.949052
38.523833,27.960832
38.520533,27.952622
38.513040,27.969259
38.513996,27.971406
38.515807,27.970384
38.517851,27.973297
38.513749,27.978775
38.509618,27.981435
38.511564,27.983250
38.507923,27.986001
38.510341,27.988412
38.500508,28.000625
38.502985,28.002414
38.500766,28.004542
38.515969,27.987528
38.523673,27.976193
38.525507,27.969232
38.522621,27.971960
38.523952,27.961686
38.508917,28.004689
38.503370,28.002335
38.500294,28.000842
38.502614,28.023848
38.501683,28.019669
38.499211,28.014253
38.532546,28.047679
38.541983,28.032795
38.538511,28.053571
38.596899,28.103980
38.600316,28.084439
38.540960,28.130600
38.539408,28.072992
